Document Name,Document Path,Question
Create Custom Conda Environment.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute1/Create Custom Conda Environment.md,How do I configure the environment variables `CONDA_ENVS_DIRS` and `LSF_DOCKER_VOLUMES` to ensure my custom conda environment is created on the RIS Data Storage Platform?
Create Custom Conda Environment.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute1/Create Custom Conda Environment.md,"What is the process for creating a custom conda environment using an `environment.yml` file that defines a name like `sequencing`, specifies channels such as `bioconda`, and lists dependencies like `samtools<=1.11` and a `pip`-installed package?"
Create Custom Conda Environment.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute1/Create Custom Conda Environment.md,"After creating my conda environment, what commands are needed to install `ipykernel` and register the environment as a new kernel with a custom display name for use within Jupyter Notebooks?"
Compute2 General Guidelines.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Compute2 General Guidelines.md,"Instead of relying on the host system's software, what are the recommended methods for managing an application's dependencies for a Slurm job?"
Compute2 General Guidelines.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Compute2 General Guidelines.md,"Where is the dedicated temporary directory for a Slurm job located, and do I need to manually clean up the files in it after my job completes?"
Compute2 General Guidelines.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Compute2 General Guidelines.md,"To avoid performance issues with the filesystem, what is the recommended maximum number of files that should be placed in a single directory?"
Using Slurm in Containers.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Using Slurm in Containers.md,"When installing Slurm in a container, how do I determine the correct version to install, and what command do I use to install the required munge libraries on an Ubuntu-based image?"
Using Slurm in Containers.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Using Slurm in Containers.md,"What specific `srun` arguments, such as `--container-mounts` and `--container-env`, are required to run a container job that uses a custom Slurm installation?"
Using Slurm in Containers.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Using Slurm in Containers.md,"To use Slurm commands in a container, what user must be added to the `/etc/passwd` file within the container, and what should that entry look like?"
Interactive Jobs (srun).md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Interactive Jobs (srun).md,"How can I start an interactive job with a terminal prompt on the Compute2 platform, both for a bare metal session and within an Ubuntu container?"
Interactive Jobs (srun).md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Interactive Jobs (srun).md,What is the `srun` command to request an interactive job that requires a node with an AMD processor and exactly 2 GPUs?
Interactive Jobs (srun).md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Interactive Jobs (srun).md,"How can I set a numerical priority for my `srun` job, and is it possible to change the priority of a job to 99 after it has been submitted with the ID 1234?"
LSF to Slurm Translator.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/LSF to Slurm Translator.md,What command do I run to enable the `lsf2slurm` module for translating LSF commands?
LSF to Slurm Translator.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/LSF to Slurm Translator.md,How can I see the underlying Slurm command that an LSF command like `bsub` or `bjobs` translates to without executing it?
LSF to Slurm Translator.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/LSF to Slurm Translator.md,How do I submit an interactive job using the `bsub -Is` command with the LSF to Slurm translator?
Compute2 Quickstart.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Compute2 Quickstart.md,"What is the SSH command for connecting to a Compute2 login client, and what additional step is required for access from off-campus?"
Compute2 Quickstart.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Compute2 Quickstart.md,"How can I request specific resources for a Slurm job on Compute2, such as the number of CPUs using `--ntasks`, the amount of memory using `--mem`, and a specific partition using `-p`?"
Compute2 Quickstart.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Compute2 Quickstart.md,"When running a job in a container on Compute2, what option must be used to mount a storage allocation, since they are not made available by default?"
Compute2 MPI.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Compute2 MPI.md,How do I configure a Slurm batch script to run an OpenMPI program on the Compute2 cluster?
Compute2 MPI.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Compute2 MPI.md,"What specific configurations are required in a batch script for an Intel MPI job on Compute2, including the necessary srun flag and environment variable?"
Compute2 MPI.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Compute2 MPI.md,What is the difference in the srun command's --mpi flag when running an Intel MPI job versus an OpenMPI job on Compute2?
Storage Platforms on Compute2.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Storage Platforms on Compute2.md,What is the current development status of the documentation for the Compute2 Platform?
Storage Platforms on Compute2.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Storage Platforms on Compute2.md,What is the long-term plan for the Compute2 documentation site regarding all RIS User Documentation?
Storage Platforms on Compute2.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Storage Platforms on Compute2.md,"How is the Compute2 Platform, documented here, related to RIS services?"
Using Containers on Compute2.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Using Containers on Compute2.md,What is the current development status of the documentation for the Compute2 Platform?
Using Containers on Compute2.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Using Containers on Compute2.md,What is the relationship between the Compute2 Platform and RIS services?
Using Containers on Compute2.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Using Containers on Compute2.md,Where is the designated future location for all RIS User Documentation?
Transitioning Between slurm and LSF.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Transitioning Between slurm and LSF.md,"I'm transitioning from slurm; what are the LSF command equivalents for `sbatch` (submit job), `squeue` (view queue), and `scancel` (cancel job)?"
Transitioning Between slurm and LSF.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Transitioning Between slurm and LSF.md,"When creating an LSF job script for the Compute1 platform, what is the mandatory `-a 'docker(...)'` option used for?"
Transitioning Between slurm and LSF.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Transitioning Between slurm and LSF.md,How do LSF job script directives (prefixed with `#BSUB`) differ from slurm directives (prefixed with `#SBATCH`) when defining resources like the number of tasks or memory?
Batch Jobs (sbatch).md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Batch Jobs (sbatch).md,How do I configure an sbatch job to run only after a previous job with ID 1234 has finished successfully?
Batch Jobs (sbatch).md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Batch Jobs (sbatch).md,"How can I request that my sbatch job be scheduled on a node with a specific CPU type, such as an AMD processor?"
Batch Jobs (sbatch).md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Batch Jobs (sbatch).md,"After submitting a job, how can I use the scontrol command to change its priority to 99 while it is still in the PENDING state?"
Monitoring Jobs and Partitions_Queues.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Monitoring Jobs and Partitions_Queues.md,"How can I use the `scancel` command to terminate a Slurm job by its ID, or kill all my jobs in a PENDING state on a specific partition like `general-short`?"
Monitoring Jobs and Partitions_Queues.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Monitoring Jobs and Partitions_Queues.md,"How can I view the status of Slurm partitions to see how many nodes in the `general` partition are idle, allocated, or down using the `sinfo` command?"
Monitoring Jobs and Partitions_Queues.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Compute2/Monitoring Jobs and Partitions_Queues.md,"What commands can I use to check on my Slurm jobs, such as listing all jobs for a specific user with `squeue -u <username>` or getting detailed information for a single job with `scontrol show job=<jobid>`?"
Storage1 Access Control.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Storage1 Access Control.md,"As a PI with a storage allocation like `joe.user`, how can I set up project-specific permissions to give some lab members read-write access and others read-only access to a subdirectory?"
Storage1 Access Control.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Storage1 Access Control.md,"What are the different interfaces available for accessing my Storage1 volume, such as `smb://storage1.ris.wustl.edu/joe.user`, and what Wash U Active Directory group is required for initial access?"
Storage1 Access Control.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Storage1 Access Control.md,"Why is using `rsync -a` discouraged when moving data between project directories with set quotas, and what is the potential impact on quota calculations?"
Connecting to Storage from Windows.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Connecting to Storage from Windows.md,"What is the UNC path format to connect to a storage share, such as storage1 or storage2, from Windows File Explorer?"
Connecting to Storage from Windows.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Connecting to Storage from Windows.md,"If my Windows computer is joined to the DOM, how should I enter my credentials at the login prompt to access a storage share?"
Connecting to Storage from Windows.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Connecting to Storage from Windows.md,"After entering a storage share path in Windows File Explorer and pressing Enter, what should I do if the login window doesn't appear right away?"
Moving Data With Rclone.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Moving Data With Rclone.md,"To connect rclone to my WashU Box account, what specific values should I enter when prompted for the storage type, client_id, client_secret, and box_sub_type during the interactive `rclone config` process?"
Moving Data With Rclone.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Moving Data With Rclone.md,"After generating the `rclone.conf` file on my local computer, where is this file located on macOS/Linux and Windows, and what is the `scp` command to copy it to my home directory on `compute1-client-1.ris.wustl.edu`?"
Moving Data With Rclone.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Moving Data With Rclone.md,"How do I start an interactive rclone container on a compute1 exec node using `bsub`, and what `rclone` command lists all the directories in the root of my WashU Box remote named `Box`?"
Using Globus Connect Personal.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Using Globus Connect Personal.md,How can I add a new folder or external hard drive to my Globus Connect Personal collection and set its permissions to be writable?
Using Globus Connect Personal.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Using Globus Connect Personal.md,"To transfer data to local or scratch storage on the Compute Platform, what is the `bsub` command for launching the Globus container for initial setup, and what command must be run inside the container?"
Using Globus Connect Personal.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Using Globus Connect Personal.md,"After setting up my Globus endpoint on Compute1, what is the full `bsub` command to run the client, and what critical information from the setup step must be included in the `-m` flag?"
Moving Data With Globus CLI.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Moving Data With Globus CLI.md,"How can I use the Globus CLI to find the endpoint ID for the ""RIS Storage1"" collection?"
Moving Data With Globus CLI.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Moving Data With Globus CLI.md,"When using the `globus transfer` command with the `--batch` option, what is the required format for the text file listing the files to be transferred?"
Moving Data With Globus CLI.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Moving Data With Globus CLI.md,"After a Globus transfer is complete, how can I use the `globus task show` command with a specific task ID to get a list of all successfully transferred files?"
Recovering Data From Snapshots.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Recovering Data From Snapshots.md,"What is the difference between the `.snapshots` and `.snapshot` folders, and which storage platform (storage1 or storage2) uses which one?"
Recovering Data From Snapshots.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Recovering Data From Snapshots.md,How can I manually recover files if I cannot see the `.snapshots` or `.snapshot` folder in the file browser on Windows 10 or macOS?
Recovering Data From Snapshots.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Recovering Data From Snapshots.md,"What is the `rsync` command used on a Mac to recover data from a snapshot, and what information do I need to provide for the `PATH` and `DRIVENAME` arguments?"
Connecting to Storage from Linux.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Connecting to Storage from Linux.md,"When using the `mount` command on an Ubuntu system to connect to storage, what is the required format for the credentials file and what command-line options like `vers=3.0` and user ID are recommended?"
Connecting to Storage from Linux.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Connecting to Storage from Linux.md,"How can I use the `smbclient` utility on a Linux system to connect to a storage volume without creating a credentials file, and which flags are required to specify the `ACCOUNTS` domain and my WashU Key ID?"
Connecting to Storage from Linux.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Connecting to Storage from Linux.md,"What is the full server path format needed to connect to a storage volume like `storage1` or `storage2`, and what information should replace the `storageN` and `${VOLUME_NAME}` placeholders?"
Connecting to Storage from MacOS.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Connecting to Storage from MacOS.md,"What is the server address format for connecting to a storage platform like `storage1` or `storage2` on macOS, and what credentials will I be prompted for?"
Connecting to Storage from MacOS.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Connecting to Storage from MacOS.md,"How can I make my connection to the Research Drive permanent on my Mac so that it automatically reconnects after a restart by being added to my ""Login Items""?"
Connecting to Storage from MacOS.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Connecting to Storage from MacOS.md,"What initial configuration, involving commands in the Terminal app, is required on macOS to disable .DS_Store file creation and optimize settings before connecting to a network storage drive?"
Troubleshooting Connection to the Storage Platforms.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Troubleshooting Connection to the Storage Platforms.md,"On a Windows machine, how do I use the `Test-NetConnection` command in PowerShell to check my connection to a storage platform like `storage1.ris.wustl.edu`?"
Troubleshooting Connection to the Storage Platforms.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Troubleshooting Connection to the Storage Platforms.md,"What command should I use in the terminal on a Mac or Linux computer to test the connection to a storage platform, and who should I contact if the test fails?"
Troubleshooting Connection to the Storage Platforms.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Troubleshooting Connection to the Storage Platforms.md,"If my network connection test to a storage platform succeeds but I still can't access my storage allocation, who should I contact for further assistance?"
Storage2 Access Control.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Storage2 Access Control.md,"What are the key differences between Storage1 and Storage2 in terms of their underlying platform, access control mechanisms, and user identifiers?"
Storage2 Access Control.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Storage2 Access Control.md,How do I view the Access Control List (ACL) for a file on Storage2 from the command line when connected via the NFS protocol?
Storage2 Access Control.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Storage2 Access Control.md,"What command can be used to check the share-level quota usage and available space for a Storage2 allocation mounted via the VFS/""POSIX"" protocol?"
Moving Data From Google Storage to RIS Storage via gsutil on Compute1.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Moving Data From Google Storage to RIS Storage via gsutil on Compute1.md,What is the procedure for authenticating with Google Cloud on Compute1 using the `gcloud auth login` command?
Moving Data From Google Storage to RIS Storage via gsutil on Compute1.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Moving Data From Google Storage to RIS Storage via gsutil on Compute1.md,"If my `gsutil rsync` data transfer from Google Storage to RIS Storage is interrupted, can it be restarted without losing progress?"
Moving Data From Google Storage to RIS Storage via gsutil on Compute1.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Moving Data From Google Storage to RIS Storage via gsutil on Compute1.md,"For transferring a large number of small files from Google Storage, what is the `gsutil` command to run a parallel transfer, and what is the associated warning?"
Moving Data With Globus.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Moving Data With Globus.md,"After selecting the RIS Storage1 collection in the Globus File Manager, what specific path format is required to access my group's storage allocation?"
Moving Data With Globus.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Moving Data With Globus.md,"When setting up a data transfer in Globus, what is the difference between the ""sync - only transfer new or changed files"" option and the ""delete files on destination that do not exist on source"" option?"
Moving Data With Globus.md,/storage2/fs1/dt-summer-corp/Active/common/users/c.daedalus/RIS_docs/RIS User Documentation/Storage Platforms/Moving Data With Globus.md,"How do I identify and use the HIPAA-compliant High Assurance collection for transferring data from RIS Storage1, and what visual cue indicates this status?"
